เลขที่ CIF,วันที่ประเมิน,Grade,การจัดส่ง
750974007,8/3/2566 0:00,16.sBBB,ส่งเเล้ว
750969658,24/1/2566 0:00,17.sBB,ส่งเเล้ว
750969736,16/1/2566 0:00,17.sBB,ส่งเเล้ว
750379084,24/3/2566 0:00,17.sBB,ส่งเเล้ว
750996062,27/6/2566 0:00,17.sBB,ส่งเเล้ว
750797980,18/10/2566 0:00,16.sBBB,ส่งเเล้ว
750852039,25/4/2566 0:00,16.sBBB,ส่งเเล้ว
750929716,7/2/2566 0:00,17.sBB,ส่งเเล้ว
750741071,25/7/2566 0:00,19.sCCC,ส่งเเล้ว
750975130,26/4/2566 0:00,17.sBB,ส่งเเล้ว
750971668,27/2/2566 0:00,16.sBBB,ส่งเเล้ว
750937826,26/5/2566 0:00,18.sB+,ส่งเเล้ว
750406118,15/6/2566 0:00,19.sCCC,ส่งเเล้ว
490000441,12/10/2566 0:00,18.sB+,ส่งเเล้ว
510001317,6/9/2566 0:00,19.sCCC,ส่งเเล้ว
750962047,6/10/2566 0:00,19.sCCC,ส่งเเล้ว
750962051,6/10/2566 0:00,19.sCCC,ส่งเเล้ว
480003008,12/9/2566 0:00,20.sCC,ส่งเเล้ว
520000767,22/5/2566 0:00,18.sB+,ส่งเเล้ว
750461592,8/8/2566 0:00,17.sBB,ส่งเเล้ว
750934460,12/1/2566 0:00,20.sCC,ส่งเเล้ว
750912456,12/1/2566 0:00,18.sB+,ส่งเเล้ว
750068349,12/1/2566 0:00,15.sA+,ส่งเเล้ว
750068349,22/6/2566 0:00,15.sA+,ส่งเเล้ว
750912456,8/7/2566 0:00,18.sB+,ส่งเเล้ว
nan,5/7/2566 0:00,20.sCC,ส่งเเล้ว
750934460,22/6/2566 0:00,20.sCC,ส่งเเล้ว
750102024,24/4/2566 0:00,17.sBB,ส่งเเล้ว
750867488,7/4/2566 0:00,19.sCCC,ส่งเเล้ว
750867488,15/8/2566 0:00,19.sCCC,ส่งเเล้ว
750560001,6/12/2565 0:00,19.sCCC,ส่งเเล้ว
750086116,30/3/2566 0:00,16.sBBB,ส่งเเล้ว
750903679,7/7/2566 0:00,19.sCCC,ส่งเเล้ว
750964443,7/11/2566 0:00,18.sB+,ส่งเเล้ว
750897873,13/11/2566 0:00,17.sBB,ส่งเเล้ว
750406877,20/9/2566 0:00,20.sCC,ส่งเเล้ว
750920754,13/11/2566 0:00,17.sBB,ส่งเเล้ว
750863681,2/5/2566 0:00,20.sCC,ส่งเเล้ว
750908595,13/9/2566 0:00,19.sCCC,ส่งเเล้ว
550003924,16/5/2566 0:00,17.sBB,ส่งเเล้ว
750970942,1/2/2566 0:00,16.sBBB,ส่งเเล้ว
750911412,12/6/2566 0:00,19.sCCC,ส่งเเล้ว
751007907,15/9/2566 0:00,8.CC,ส่งเเล้ว
750933349,6/6/2566 0:00,6.B+,ส่งเเล้ว
750893627,6/6/2566 0:00,8.CC,ส่งเเล้ว
750844249,23/1/2566 0:00,6.B+,ส่งเเล้ว
380004172,14/11/2566 0:00,19.sCCC,ส่งเเล้ว
750817734,21/11/2566 0:00,17.sBB,ส่งเเล้ว
750854561,20/9/2566 0:00,18.sB+,ส่งเเล้ว
680004084,22/11/2566 0:00,16.sBBB,ส่งเเล้ว
750419144,21/11/2566 0:00,19.sCCC,ส่งเเล้ว
750637597,,,ส่งเเล้ว
750526325,,,ส่งเเล้ว
480005008,,,ส่งเเล้ว
750929361,,,ส่งเเล้ว
750756364,,,ส่งเเล้ว
750908842,,,ส่งเเล้ว
750613908,,,ส่งเเล้ว
750752745,,,ส่งเเล้ว
