เลขที่ CIF,วันที่ประเมิน,Grade,การจัดส่ง
750670453,3/8/2566 0:00,20.sCC,ส่งเเล้ว_CR
75067712,3/9/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750708928,28/3/2566,20.sCC,ส่งเเล้ว_CR
750494920,20/2/2566,20.sCC,ส่งเเล้ว_CR
390002873,3/1/2566 0:00,20.sCC,ส่งเเล้ว_CR
730013476,3/7/2566 0:00,20.sCC,ส่งเเล้ว_CR
550003420,3/1/2566 0:00,17.sBB,ส่งเเล้ว_CR
360007130,3/7/2566 0:00,16.sBBB,ส่งเเล้ว_CR
740001753,3/8/2566 0:00,20.sCC,ส่งเเล้ว_CR
750324685,15/3/2566,20.sCC,ส่งเเล้ว_CR
610018600,24/2/2566,17.sBB,ส่งเเล้ว_CR
750755611,28/2/2566,17.sBB,ส่งเเล้ว_CR
750783156,27/2/2566,19.sCCC,ส่งเเล้ว_CR
750811686,15/3/2566,18.sB+,ส่งเเล้ว_CR
750947761,15/3/2566,18.sB+,ส่งเเล้ว_CR
530003202,14/3/2566,18.sB+,ส่งเเล้ว_CR
nan,3/3/2566 0:00,18.sB+,ส่งเเล้ว_CR
550002535,3/3/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750968372,3/10/2566 0:00,20.sCC,ส่งเเล้ว_CR
750457513,21/2/2566,17.sBB,ส่งเเล้ว_CR
750711720,27/2/2566,20.sCC,ส่งเเล้ว_CR
440000119,23/3/2566,17.sBB,ส่งเเล้ว_CR
nan,3/3/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750123334,15/3/2566,18.sB+,ส่งเเล้ว_CR
730015569,17/3/2566,16.sBBB,ส่งเเล้ว_CR
nan,3/2/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750909349,27/2/2566,18.sB+,ส่งเเล้ว_CR
nan,15/2/2566,19.sCCC,ส่งเเล้ว_CR
nan,2/1/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750855210,20/2/2566,17.sBB,ส่งเเล้ว_CR
750749848,20/2/2566,20.sCC,ส่งเเล้ว_CR
590001088,3/1/2566 0:00,17.sBB,ส่งเเล้ว_CR
750809296,3/8/2566 0:00,18.sB+,ส่งเเล้ว_CR
nan,23/2/2566,18.sB+,ส่งเเล้ว_CR
750791403,14/3/2566,18.sB+,ส่งเเล้ว_CR
740000608,28/2/2566,19.sCCC,ส่งเเล้ว_CR
680005795,3/1/2566 0:00,20.sCC,ส่งเเล้ว_CR
nan,27/2/2566,16.sBBB,ส่งเเล้ว_CR
750801202,13/3/2566,17.sBB,ส่งเเล้ว_CR
nan,14/3/2566,17.sBB,ส่งเเล้ว_CR
750817639,21/3/2566,20.sCC,ส่งเเล้ว_CR
750935075,21/2/2566,15.sA+,ส่งเเล้ว_CR
750935069,21/2/2566,15.sA+,ส่งเเล้ว_CR
680018357,20/3/2566,16.sBBB,ส่งเเล้ว_CR
730031738,13/3/2566,20.sCC,ส่งเเล้ว_CR
750846657,15/3/2566,20.sCC,ส่งเเล้ว_CR
nan,15/3/2566,18.sB+,ส่งเเล้ว_CR
750709408,20/3/2566,17.sBB,ส่งเเล้ว_CR
750857336,3/9/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750894182,3/9/2566 0:00,21.sC+,ส่งเเล้ว_CR
380002624,24/4/2566,5.BB,ส่งเเล้ว_CR
750769764,4/7/2566 0:00,10.DDD,ส่งเเล้ว_CR
750945880,19/4/2566,4.BBB,ส่งเเล้ว_CR
750765097,23/5/2566,8.CC,ส่งเเล้ว_CR
750285641,19/5/2566,5.BB,ส่งเเล้ว_CR
750930365,18/4/2566,5.BB,ส่งเเล้ว_CR
750909137,24/4/2566,6.B+,ส่งเเล้ว_CR
750814617,5/8/2566 0:00,3.A+,ส่งเเล้ว_CR
750905107,15/5/2566,6.B+,ส่งเเล้ว_CR
nan,17/5/2566,4.BBB,ส่งเเล้ว_CR
610017233,24/5/2566,9.C+,ส่งเเล้ว_CR
750900254,16/5/2566,6.B+,ส่งเเล้ว_CR
750897863,5/3/2566 0:00,4.BBB,ส่งเเล้ว_CR
730016736,5/9/2566 0:00,3.A+,ส่งเเล้ว_CR
750314936,5/11/2566 0:00,8.CC,ส่งเเล้ว_CR
750910726,5/11/2566 0:00,5.BB,ส่งเเล้ว_CR
nan,29/3/2566,7.CCC,ส่งเเล้ว_CR
610025253,5/10/2566 0:00,21.sC+,ส่งเเล้ว_CR
nan,5/9/2566 0:00,22.sDDD,ส่งเเล้ว_CR
nan,18/5/2566,16.sBBB,ส่งเเล้ว_CR
750642364,5/8/2566 0:00,17.sBB,ส่งเเล้ว_CR
750428998,5/10/2566 0:00,17.sBB,ส่งเเล้ว_CR
750761041,23/5/2566,15.sA+,ส่งเเล้ว_CR
750897008,16/5/2566,20.sCC,ส่งเเล้ว_CR
630004734,24/4/2566,17.sBB,ส่งเเล้ว_CR
530005538,4/4/2566 0:00,19.sCCC,ส่งเเล้ว_CR
nan,19/4/2566,17.sBB,ส่งเเล้ว_CR
750970748,25/4/2566,20.sCC,ส่งเเล้ว_CR
750908531,27/4/2566,19.sCCC,ส่งเเล้ว_CR
750771332,24/4/2566,17.sBB,ส่งเเล้ว_CR
750015248,5/2/2566 0:00,17.sBB,ส่งเเล้ว_CR
630005957,5/11/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750964191,28/4/2566,17.sBB,ส่งเเล้ว_CR
750910765,21/3/2566,17.sBB,ส่งเเล้ว_CR
520004795,4/7/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750755611,28/4/2566,17.sBB,ส่งเเล้ว_CR
610024791,5/9/2566 0:00,17.sBB,ส่งเเล้ว_CR
nan,27/4/2566,18.sB+,ส่งเเล้ว_CR
750572698,5/8/2566 0:00,21.sC+,ส่งเเล้ว_CR
750290464,28/4/2566,16.sBBB,ส่งเเล้ว_CR
nan,30/3/2566,18.sB+,ส่งเเล้ว_CR
610006894,24/5/2566,16.sBBB,ส่งเเล้ว_CR
750146334,15/5/2566,18.sB+,ส่งเเล้ว_CR
nan,5/8/2566 0:00,18.sB+,ส่งเเล้ว_CR
750105352,15/5/2566,17.sBB,ส่งเเล้ว_CR
730011282,17/5/2566,17.sBB,ส่งเเล้ว_CR
750252585,5/3/2566 0:00,17.sBB,ส่งเเล้ว_CR
750687079,5/10/2566 0:00,17.sBB,ส่งเเล้ว_CR
610004658,5/12/2566 0:00,17.sBB,ส่งเเล้ว_CR
680014191,19/5/2566,17.sBB,ส่งเเล้ว_CR
750920754,4/10/2566 0:00,17.sBB,ส่งเเล้ว_CR
nan,19/4/2566,9.C+,ส่งเเล้ว_CR
510000452,5/8/2566 0:00,19.sCCC,ส่งเเล้ว_CR
nan,5/8/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750965269,5/9/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750102024,24/4/2566,17.sBB,ส่งเเล้ว_CR
750867488,4/7/2566 0:00,19.sCCC,ส่งเเล้ว_CR
540005516,28/4/2566,22.sDDD,ส่งเเล้ว_CR
nan,26/4/2566,17.sBB,ส่งเเล้ว_CR
750863661,5/2/2566 0:00,20.sCC,ส่งเเล้ว_CR
nan,18/5/2566,21.sC+,ส่งเเล้ว_CR
750937992,27/4/2566,15.sA+,ส่งเเล้ว_CR
520000767,22/5/2566,18.sB+,ส่งเเล้ว_CR
730018109,16/5/2566,14.sAA,ส่งเเล้ว_CR
nan,31/8/2566,7.CCC,ส่งเเล้ว_CR
750800525,18/8/2566,5.BB,ส่งเเล้ว_CR
750765821,18/8/2566,9.C+,ส่งเเล้ว_CR
750766732,27/9/2566,7.CCC,ส่งเเล้ว_CR
nan,18/9/2566,6.B+,ส่งเเล้ว_CR
nan,15/9/2566,8.CC,ส่งเเล้ว_CR
750907973,10/5/2566 0:00,9.C+,ส่งเเล้ว_CR
750762025,9/4/2566 0:00,5.BB,ส่งเเล้ว_CR
nan,9/1/2566 0:00,5.BB,ส่งเเล้ว_CR
nan,20/10/2566,6.B+,ส่งเเล้ว_CR
750458174,18/9/2566,5.BB,ส่งเเล้ว_CR
750961820,10/9/2566 0:00,5.BB,ส่งเเล้ว_CR
750602275,19/9/2566,7.CCC,ส่งเเล้ว_CR
750662105,17/8/2566,6.B+,ส่งเเล้ว_CR
750697586,9/3/2566 0:00,10.DDD,ส่งเเล้ว_CR
630003073,20/9/2566,6.B+,ส่งเเล้ว_CR
750968674,10/2/2566 0:00,3.A+,ส่งเเล้ว_CR
750749689,10/5/2566 0:00,22.sDDD,ส่งเเล้ว_CR
751001274,10/5/2566 0:00,21.sC+,ส่งเเล้ว_CR
750972464,9/5/2566 0:00,15.sA+,ส่งเเล้ว_CR
750769899,10/10/2566 0:00,21.sC+,ส่งเเล้ว_CR
750958769,10/10/2566 0:00,17.sBB,ส่งเเล้ว_CR
380004172,19/9/2566,19.sCCC,ส่งเเล้ว_CR
nan,9/11/2566 0:00,18.sB+,ส่งเเล้ว_CR
750214192,26/9/2566,16.sBBB,ส่งเเล้ว_CR
680019111,28/9/2566,19.sCCC,ส่งเเล้ว_CR
nan,14/9/2566,16.sBBB,ส่งเเล้ว_CR
680012012,9/5/2566 0:00,19.sCCC,ส่งเเล้ว_CR
nan,15/8/2566,19.sCCC,ส่งเเล้ว_CR
750798475,9/8/2566 0:00,16.sBBB,ส่งเเล้ว_CR
nan,17/8/2566,16.sBBB,ส่งเเล้ว_CR
750744442,22/9/2566,21.sC+,ส่งเเล้ว_CR
680037956,28/9/2566,16.sBBB,ส่งเเล้ว_CR
750136936,26/9/2566,17.sBB,ส่งเเล้ว_CR
nan,10/2/2566 0:00,21.sC+,ส่งเเล้ว_CR
750886588,28/9/2566,16.sBBB,ส่งเเล้ว_CR
750256801,10/9/2566 0:00,17.sBB,ส่งเเล้ว_CR
nan,13/9/2566,18.sB+,ส่งเเล้ว_CR
750717549,15/9/2566,17.sBB,ส่งเเล้ว_CR
750455320,10/5/2566 0:00,15.sA+,ส่งเเล้ว_CR
730010944,20/9/2566,17.sBB,ส่งเเล้ว_CR
750842297,29/9/2566,14.sAA,ส่งเเล้ว_CR
670000731,10/12/2566 0:00,16.sBBB,ส่งเเล้ว_CR
330000143,24/10/2566,18.sB+,ส่งเเล้ว_CR
nan,20/10/2566,18.sB+,ส่งเเล้ว_CR
530007619,20/9/2566,22.sDDD,ส่งเเล้ว_CR
630006473,20/9/2566,22.sDDD,ส่งเเล้ว_CR
510001317,9/6/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750406877,20/9/2566,20.sCC,ส่งเเล้ว_CR
750962051,10/6/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750962047,10/6/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750959076,10/2/2566 0:00,19.sCCC,ส่งเเล้ว_CR
nan,10/6/2566 0:00,18.sB+,ส่งเเล้ว_CR
nan,18/9/2566,21.sC+,ส่งเเล้ว_CR
nan,19/9/2566,18.sB+,ส่งเเล้ว_CR
750794184,18/8/2566,10.DDD,ส่งเเล้ว_CR
750794593,22/8/2566,5.BB,ส่งเเล้ว_CR
750751453,18/8/2566,3.A+,ส่งเเล้ว_CR
750250182,8/11/2566 0:00,nan,ส่งเเล้ว_CR
750285641,9/6/2566 0:00,4.BBB,ส่งเเล้ว_CR
750960642,30/8/2566,4.BBB,ส่งเเล้ว_CR
nan,29/8/2566,8.CC,ส่งเเล้ว_CR
390004094,9/6/2566 0:00,10.DDD,ส่งเเล้ว_CR
nan,31/7/2566,5.BB,ส่งเเล้ว_CR
750326504,14/7/2566,9.C+,ส่งเเล้ว_CR
750716560,15/8/2566,6.B+,ส่งเเล้ว_CR
750851137,30/8/2566,6.B+,ส่งเเล้ว_CR
750360207,8/11/2566 0:00,7.CCC,ส่งเเล้ว_CR
nan,9/8/2566 0:00,6.B+,ส่งเเล้ว_CR
750398397,24/8/2566,7.CCC,ส่งเเล้ว_CR
750834213,25/8/2566,15.sA+,ส่งเเล้ว_CR
75067712,28/8/2566,21.sC+,ส่งเเล้ว_CR
nan,8/9/2566 0:00,18.sB+,ส่งเเล้ว_CR
nan,18/9/2566,18.sB+,ส่งเเล้ว_CR
750702166,13/9/2566,20.sCC,ส่งเเล้ว_CR
620001113,9/11/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750270320,9/1/2566 0:00,16.sBBB,ส่งเเล้ว_CR
670008348,22/8/2566,18.sB+,ส่งเเล้ว_CR
750375083,8/3/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750079362,8/11/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750795156,17/8/2566,17.sBB,ส่งเเล้ว_CR
nan,24/8/2566,16.sBBB,ส่งเเล้ว_CR
750862034,16/8/2566,20.sCC,ส่งเเล้ว_CR
750289737,29/8/2566,18.sB+,ส่งเเล้ว_CR
750442921,25/8/2566,18.sB+,ส่งเเล้ว_CR
750419352,9/5/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750258657,9/6/2566 0:00,16.sBBB,ส่งเเล้ว_CR
680020345,10/10/2565 0:00,19.sCCC,ส่งเเล้ว_CR
750735539,8/7/2566 0:00,17.sBB,ส่งเเล้ว_CR
750796702,9/12/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750907554,14/9/2566,17.sBB,ส่งเเล้ว_CR
750845723,18/9/2566,18.sB+,ส่งเเล้ว_CR
310002494,22/9/2566,16.sBBB,ส่งเเล้ว_CR
680014897,18/9/2566,17.sBB,ส่งเเล้ว_CR
750591674,9/11/2566 0:00,17.sBB,ส่งเเล้ว_CR
750797170,9/11/2566 0:00,16.sBBB,ส่งเเล้ว_CR
750800516,9/11/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750961557,28/9/2566,16.sBBB,ส่งเเล้ว_CR
750962136,29/8/2566,15.sA+,ส่งเเล้ว_CR
750819755,15/8/2566,19.sCCC,ส่งเเล้ว_CR
750070640,15/8/2566,21.sC+,ส่งเเล้ว_CR
750140494,20/7/2566,20.sCC,ส่งเเล้ว_CR
750089926,9/8/2566 0:00,18.sB+,ส่งเเล้ว_CR
590001088,24/8/2566,17.sBB,ส่งเเล้ว_CR
750964128,13/9/2566,18.sB+,ส่งเเล้ว_CR
nan,8/3/2566 0:00,18.sB+,ส่งเเล้ว_CR
750908595,19/9/2566,19.sCCC,ส่งเเล้ว_CR
750894919,9/1/2566 0:00,18.sB+,ส่งเเล้ว_CR
750921746,24/8/2566,17.sBB,ส่งเเล้ว_CR
750810685,29/8/2566,17.sBB,ส่งเเล้ว_CR
750810662,28/8/2566,15.sA+,ส่งเเล้ว_CR
750894182,9/9/2566 0:00,19.sCCC,ส่งเเล้ว_CR
480003008,9/12/2566 0:00,20.sCC,ส่งเเล้ว_CR
610003742,21/9/2566,19.sCCC,ส่งเเล้ว_CR
nan,9/7/2566 0:00,19.sCCC,ส่งเเล้ว_CR
750846717,27/9/2566,22.sDDD,ส่งเเล้ว_CR
750806341,,,ส่งเเล้ว_CR
360000664,,,ส่งเเล้ว_CR
750766737,,,ส่งเเล้ว_CR
750853134,,,ส่งเเล้ว_CR
750966038,,,ส่งเเล้ว_CR
390003281,,,ส่งเเล้ว_CR
750925200,,,ส่งเเล้ว_CR
750933696,,,ส่งเเล้ว_CR
750791794,,,ส่งเเล้ว_CR
750407452,,,ส่งเเล้ว_CR
750166615,,,ส่งเเล้ว_CR
530000072,,,ส่งเเล้ว_CR
750776160,,,ส่งเเล้ว_CR
680007918,,,ส่งเเล้ว_CR
670005876,,,ส่งเเล้ว_CR
750954593,,,ส่งเเล้ว_CR
750903677,,,ส่งเเล้ว_CR
750723977,,,ส่งเเล้ว_CR
550014181,,,ส่งเเล้ว_CR
750089687,,,ส่งเเล้ว_CR
590001925,,,ส่งเเล้ว_CR
730013235,,,ส่งเเล้ว_CR
610022122,,,ส่งเเล้ว_CR
750386524,,,ส่งเเล้ว_CR
750901579,,,ส่งเเล้ว_CR
750853849,,,ส่งเเล้ว_CR
750501234,,,ส่งเเล้ว_CR
750825869,,,ส่งเเล้ว_CR
670009944,,,ส่งเเล้ว_CR
750648543,,,ส่งเเล้ว_CR
670005429,,,ส่งเเล้ว_CR
690000845,,,ส่งเเล้ว_CR
710001883,,,ส่งเเล้ว_CR
670009206,,,ส่งเเล้ว_CR
750386766,,,ส่งเเล้ว_CR
750465486,,,ส่งเเล้ว_CR
680034166,,,ส่งเเล้ว_CR
750166615,,,ส่งเเล้ว_CR
750917657,,,ส่งเเล้ว_CR
750459604,,,ส่งเเล้ว_CR
750445249,,,ส่งเเล้ว_CR
670007273,,,ส่งเเล้ว_CR
750980427,,,ส่งเเล้ว_CR
750886591,,,ส่งเเล้ว_CR
680002897,,,ส่งเเล้ว_CR
750806351,,,ส่งเเล้ว_CR
750719546,,,ส่งเเล้ว_CR
330001582,,,ส่งเเล้ว_CR
750818079,,,ส่งเเล้ว_CR
680032193,,,ส่งเเล้ว_CR
750214192,,,ส่งเเล้ว_CR
750756364,,,ส่งเเล้ว_CR
330000261,,,ส่งเเล้ว_CR
750303897,,,ส่งเเล้ว_CR
750721286,,,ส่งเเล้ว_CR
750929361,,,ส่งเเล้ว_CR
630001716,,,ส่งเเล้ว_CR
750783159,,,ส่งเเล้ว_CR
750171940,,,ส่งเเล้ว_CR
730015570,,,ส่งเเล้ว_CR
730007448,,,ส่งเเล้ว_CR
750935073,,,ส่งเเล้ว_CR
730033748,,,ส่งเเล้ว_CR
750846654,,,ส่งเเล้ว_CR
750857332,,,ส่งเเล้ว_CR
540000818,,,ส่งเเล้ว_CR
750908532,,,ส่งเเล้ว_CR
390003658,,,ส่งเเล้ว_CR
750190594,,,ส่งเเล้ว_CR
630001716,,,ส่งเเล้ว_CR
750290477,,,ส่งเเล้ว_CR
750607581,,,ส่งเเล้ว_CR
750146332,,,ส่งเเล้ว_CR
750476607,,,ส่งเเล้ว_CR
330000261,,,ส่งเเล้ว_CR
750973667,,,ส่งเเล้ว_CR
530003544,,,ส่งเเล้ว_CR
750798228,,,ส่งเเล้ว_CR
590001016,,,ส่งเเล้ว_CR
670008726,,,ส่งเเล้ว_CR
580001727,,,ส่งเเล้ว_CR
750744452,,,ส่งเเล้ว_CR
750886591,,,ส่งเเล้ว_CR
390000999,,,ส่งเเล้ว_CR
680006732,,,ส่งเเล้ว_CR
650562258,,,ส่งเเล้ว_CR
750959292,,,ส่งเเล้ว_CR
750929361,,,ส่งเเล้ว_CR
730007432,,,ส่งเเล้ว_CR
750864548,,,ส่งเเล้ว_CR
750445249,,,ส่งเเล้ว_CR
670002499,,,ส่งเเล้ว_CR
680030224,,,ส่งเเล้ว_CR
730006480,,,ส่งเเล้ว_CR
750740671,,,ส่งเเล้ว_CR
750791446,,,ส่งเเล้ว_CR
730021488,,,ส่งเเล้ว_CR
750852911,,,ส่งเเล้ว_CR
750443042,,,ส่งเเล้ว_CR
750853013,,,ส่งเเล้ว_CR
590001016,,,ส่งเเล้ว_CR
750721287,,,ส่งเเล้ว_CR
750159036,,,ส่งเเล้ว_CR
530005131,,,ส่งเเล้ว_CR
750120889,,,ส่งเเล้ว_CR
750443042,,,ส่งเเล้ว_CR
750015036,,,ส่งเเล้ว_CR
730016152,,,ส่งเเล้ว_CR
