เลขที่ CIF,วันที่ประเมิน,Grade,การจัดส่ง
680008547,4/4/2565 0:00,19.sCCC,ส่งเเล้ว
680004262,24/3/2565,20.sCC,ส่งเเล้ว
730004741,24/3/2565,20.sCC,ส่งเเล้ว
750728591,3/10/2565 0:00,17.sBB,ส่งเเล้ว
750797944,4/7/2565 0:00,17.sBB,ส่งเเล้ว
730016321,20/4/2565,15.sA+,ส่งเเล้ว
750711560,4/12/2565 0:00,19.sCCC,ส่งเเล้ว
750689991,30/3/2565,22.sDDD,ส่งเเล้ว
750937992,29/4/2565,16.sBBB,ส่งเเล้ว
510000452,5/11/2565 0:00,19.sCCC,ส่งเเล้ว
750819755,5/10/2565 0:00,21.sC+,ส่งเเล้ว
750905839,5/9/2565 0:00,20.sCC,ส่งเเล้ว
750899787,30/5/2565,18.sB+,ส่งเเล้ว
750799979,6/2/2565 0:00,16.sBBB,ส่งเเล้ว
750941913,23/5/2565,16.sBBB,ส่งเเล้ว
750630246,25/5/2565,22.sDDD,ส่งเเล้ว
750812560,6/2/2565 0:00,22.sDDD,ส่งเเล้ว
670003806,16/6/2565,20.sCC,ส่งเเล้ว
750911412,20/6/2565,19.sCCC,ส่งเเล้ว
750911065,14/6/2565,15.sA+,ส่งเเล้ว
750908595,6/10/2565 0:00,16.sBBB,ส่งเเล้ว
750747060,16/6/2565,20.sCC,ส่งเเล้ว
750937826,20/6/2565,19.sCCC,ส่งเเล้ว
540003710,6/2/2565 0:00,15.sA+,ส่งเเล้ว
750068349,13/6/2565,15.sA+,ส่งเเล้ว
750912456,13/6/2565,18.sB+,ส่งเเล้ว
540001262,7/5/2565 0:00,17.sBB,ส่งเเล้ว
690001559,7/5/2565 0:00,21.sC+,ส่งเเล้ว
680017512,7/5/2565 0:00,21.sC+,ส่งเเล้ว
nan,28/6/2565,19.sCCC,ส่งเเล้ว
590001088,18/7/2565,17.sBB,ส่งเเล้ว
750590121,11/7/2565 0:00,18.sB+,ส่งเเล้ว
750037218,27/7/2565,19.sCCC,ส่งเเล้ว
750102024,19/7/2565,17.sBB,ส่งเเล้ว
750941881,19/7/2565,17.sBB,ส่งเเล้ว
750741071,8/2/2565 0:00,19.sCCC,ส่งเเล้ว
750934139,8/4/2565 0:00,16.sBBB,ส่งเเล้ว
750959783,18/11/2565,17.sBB,ส่งเเล้ว
750439745,8/11/2565 0:00,20.sCC,ส่งเเล้ว
750723233,8/4/2565 0:00,22.sDDD,ส่งเเล้ว
750856473,8/8/2565 0:00,20.sCC,ส่งเเล้ว
750929545,8/5/2565 0:00,18.sB+,ส่งเเล้ว
nan,26/8/2565,17.sBB,ส่งเเล้ว
nan,25/4/2565 0:00,18.sB+,ส่งเเล้ว
680007970,28/1/2565,18.sB+,ส่งเเล้ว
750700734,25/1/2565,18.sB+,ส่งเเล้ว
670001877,27/1/2565,20.sCC,ส่งเเล้ว
750817639,11/2/2565 0:00,16.sBBB,ส่งเเล้ว
610008012,2/2/2565 0:00,18.sB+,ส่งเเล้ว
390001766,17/8/2565,16.sBBB,ส่งเเล้ว
750920523,6/8/2565 0:00,19.sCCC,ส่งเเล้ว
750934530,22/3/2565,21.sC+,ส่งเเล้ว
680030356,22/3/2565,19.sCCC,ส่งเเล้ว
750406726,1/3/2565 0:00,15.sA+,ส่งเเล้ว
680009124,25/3/2565,21.sC+,ส่งเเล้ว
730018109,27/1/2565,14.sAA,ส่งเเล้ว
580013300,14/1/2565 0:00,20.sCC,ส่งเเล้ว
750070640,8/4/2565 0:00,21.sC+,ส่งเเล้ว
750810662,16/8/2565,19.sCCC,ส่งเเล้ว
750810685,16/8/2565,17.sBB,ส่งเเล้ว
750540605,9/2/2565 0:00,16.sBBB,ส่งเเล้ว
nan,31/8/2565,16.sBBB,ส่งเเล้ว
750791403,8/11/2565 0:00,18.sB+,ส่งเเล้ว
510001317,9/2/2565 0:00,21.sC+,ส่งเเล้ว
nan,13/9/2565,20.sCC,ส่งเเล้ว
750741071,12/1/2565 0:00,19.sCCC,ส่งเเล้ว
nan,27/10/2565,18.sB+,ส่งเเล้ว
750745683,12/7/2565 0:00,22.sDDD,ส่งเเล้ว
750560001,12/6/2565 0:00,19.sCCC,ส่งเเล้ว
nan,18/11/2565,17.sBB,ส่งเเล้ว
750867488,12/6/2565 0:00,19.sCCC,ส่งเเล้ว
nan,12/2/2565 0:00,19.sCCC,ส่งเเล้ว
750692413,12/9/2565 0:00,19.sCCC,ส่งเเล้ว
nan,18/11/2565,21.sC+,ส่งเเล้ว
480003008,14/12/2565,21.sC+,ส่งเเล้ว
580003343,20/12/2565,20.sCC,ส่งเเล้ว
nan,21/12/2565,17.sBB,ส่งเเล้ว
nan,21/12/2565,18.sB+,ส่งเเล้ว
nan,29/12/2565,21.sC+,ส่งเเล้ว
750054639,15/12/2565,20.sCC,ส่งเเล้ว
750900254,19/12/2565,17.sBB,ส่งเเล้ว
750589526,19/12/2565,20.sCC,ส่งเเล้ว
690001351,16/12/2565,17.sBB,ส่งเเล้ว
750715418,15/12/2565,19.sCCC,ส่งเเล้ว
750708003,12/8/2565 0:00,14.sAA,ส่งเเล้ว
750801202,14/2/2565,17.sBB,ส่งเเล้ว
750749848,18/10/2565,20.sCC,ส่งเเล้ว
7300188109,27/1/2565,14.sAA,ส่งเเล้ว
750601559,18/8/2565,17.sBB,ส่งเเล้ว
750748174,27/9/2565,6.B+,ส่งเเล้ว
750812555,6/2/2565 0:00,22.sDDD,ส่งเเล้ว
750846657,28/3/2565,20.sCC,ส่งเเล้ว
750846654,28/3/2565,20.sCC,ส่งเเล้ว
750519925,9/1/2565 0:00,17.sBB,ส่งเเล้ว
750815251,12/6/2565 0:00,6.B+,ส่งเเล้ว
750840591,12/6/2565 0:00,6.B+,ส่งเเล้ว
750932162,12/9/2565 0:00,5.BB,ส่งเเล้ว
750757338,15/12/2565,5.BB,ส่งเเล้ว
750112706,15/12/2565,5.BB,ส่งเเล้ว
670019180,15/12/2565,5.BB,ส่งเเล้ว
750027650,21/12/2565,6.B+,ส่งเเล้ว
310000017,5/7/2565 0:00,17.sBB,ส่งเเล้ว
750896506,22/12/2565,17.sBB,ส่งเเล้ว
750303566,26/4/2565,17.sBB,ส่งเเล้ว
750760052,2/7/2565 0:00,16.sBBB,ส่งเเล้ว
750192705,21/5/2565,17.sBB,ส่งเเล้ว
750897189,25/10/2565,21.sC+,ส่งเเล้ว
750930767,28/11/2565,16.sBBB,ส่งเเล้ว
680018357,1/11/2565 0:00,14.sAA,ส่งเเล้ว
750758437,24/1/2565,18.sB+,ส่งเเล้ว
750961090,31/8/2565,16.sBBB,ส่งเเล้ว
750961263,13/9/2565,20.sCC,ส่งเเล้ว
750820157,7/4/2565 0:00,16.sBBB,ส่งเเล้ว
730013483,11/7/2565 0:00,19.sCCC,ส่งเเล้ว
750709169,18/7/2565 0:00,20.sCC,ส่งเเล้ว
750791441,7/7/2565 0:00,20.sCC,ส่งเเล้ว
730022993,8/7/2565 0:00,19.sCCC,ส่งเเล้ว
750679514,30/6/2565 0:00,17.sBB,ส่งเเล้ว
360001458,17/1/2565,15.sA+,ส่งเเล้ว
750725217,20/1/2565,18.sB+,ส่งเเล้ว
750751916,26/1/2565,19.sCCC,ส่งเเล้ว
750674381,30/1/2565,21.sC+,ส่งเเล้ว
750791441,17/1/2565,20.sCC,ส่งเเล้ว
750703242,2/9/2565 0:00,20.sCC,ส่งเเล้ว
nan,24/1/2565,20.sCC,ส่งเเล้ว
750897008,1/2/2565 0:00,20.sCC,ส่งเเล้ว
750852910,10/2/2565 0:00,21.sC+,ส่งเเล้ว
750676263,2/10/2565 0:00,21.sC+,ส่งเเล้ว
650000643,28/1/2565,21.sC+,ส่งเเล้ว
750241764,2/3/2565 0:00,19.sCCC,ส่งเเล้ว
nan,3/11/2565 0:00,19.sCCC,ส่งเเล้ว
750719541,3/3/2565 0:00,20.sCC,ส่งเเล้ว
730003238,3/7/2565 0:00,22.sDDD,ส่งเเล้ว
750438636,3/7/2565 0:00,21.sC+,ส่งเเล้ว
680009350,28/2/2565,22.sDDD,ส่งเเล้ว
750934139,19/3/2565,16.sBBB,ส่งเเล้ว
nan,18/3/2565,17.sBB,ส่งเเล้ว
730013902,15/3/2565,20.sCC,ส่งเเล้ว
670007676,23/3/2565,20.sCC,ส่งเเล้ว
670007676,4/2/2565 0:00,20.sCC,ส่งเเล้ว
750776262,11/3/2565 0:00,21.sC+,ส่งเเล้ว
750820722,4/8/2565 0:00,17.sBB,ส่งเเล้ว
750769899,3/10/2565 0:00,21.sC+,ส่งเเล้ว
740001748,22/4/2565,17.sBB,ส่งเเล้ว
750555144,20/4/2565,16.sBBB,ส่งเเล้ว
480002052,21/4/2565,17.sBB,ส่งเเล้ว
750793460,4/7/2565 0:00,20.sCC,ส่งเเล้ว
730013517,5/10/2565 0:00,21.sC+,ส่งเเล้ว
730013516,5/12/2565 0:00,21.sC+,ส่งเเล้ว
730013487,5/3/2565 0:00,18.sB+,ส่งเเล้ว
730003994,25/4/2565,19.sCCC,ส่งเเล้ว
750693219,27/4/2565,21.sC+,ส่งเเล้ว
730022993,25/4/2565,19.sCCC,ส่งเเล้ว
610008276,5/6/2565 0:00,21.sC+,ส่งเเล้ว
750749689,16/3/2565,22.sDDD,ส่งเเล้ว
750749689,12/1/2565 0:00,19.sCCC,ส่งเเล้ว
750708633,5/12/2565 0:00,19.sCCC,ส่งเเล้ว
610008283,5/12/2565 0:00,19.sCCC,ส่งเเล้ว
540001248,5/12/2565 0:00,19.sCCC,ส่งเเล้ว
480602348,5/10/2565 0:00,20.sCC,ส่งเเล้ว
730003994,12/5/2565 0:00,20.sCC,ส่งเเล้ว
750709392,13/5/2565,17.sBB,ส่งเเล้ว
750708903,13/5/2565,20.sCC,ส่งเเล้ว
750482789,22/4/2565,19.sCCC,ส่งเเล้ว
680012544,19/5/2565,21.sC+,ส่งเเล้ว
730021101,24/5/2565,18.sB+,ส่งเเล้ว
740001747,23/5/2565,18.sB+,ส่งเเล้ว
710001279,25/5/2565,17.sBB,ส่งเเล้ว
730013474,18/5/2565,21.sC+,ส่งเเล้ว
730013487,24/5/2565,19.sCCC,ส่งเเล้ว
710001992,19/5/2565,19.sCCC,ส่งเเล้ว
310003398,18/5/2565,19.sCCC,ส่งเเล้ว
730008234,20/5/2565,20.sCC,ส่งเเล้ว
750709723,25/5/2565,21.sC+,ส่งเเล้ว
670005617,6/7/2565 0:00,21.sC+,ส่งเเล้ว
610006195,5/5/2565 0:00,19.sCCC,ส่งเเล้ว
750719541,6/7/2565 0:00,20.sCC,ส่งเเล้ว
610025253,13/6/2565,19.sCCC,ส่งเเล้ว
480002815,6/7/2565 0:00,19.sCCC,ส่งเเล้ว
750153562,14/6/2565,20.sCC,ส่งเเล้ว
750862337,23/5/2565,20.sCC,ส่งเเล้ว
750708903,13/6/2565,20.sCC,ส่งเเล้ว
730015329,16/6/2565,17.sBB,ส่งเเล้ว
730035980,17/6/2565 0:00,15.sA+,ส่งเเล้ว
680001860,1/7/2565 0:00,15.sA+,ส่งเเล้ว
730003994,8/1/2565 0:00,19.sCCC,ส่งเเล้ว
530001708,15/8/2565,18.sB+,ส่งเเล้ว
750923411,8/5/2565 0:00,21.sC+,ส่งเเล้ว
580004367,15/8/2565,19.sCCC,ส่งเเล้ว
781039630,8/9/2565 0:00,18.sB+,ส่งเเล้ว
610008276,25/8/2565,21.sC+,ส่งเเล้ว
730013485,24/8/2565,15.sA+,ส่งเเล้ว
750670453,15/8/2565,16.sBBB,ส่งเเล้ว
750643560,18/8/2565,17.sBB,ส่งเเล้ว
750709392,18/7/2565 0:00,20.sCC,ส่งเเล้ว
750761041,23/2/2565 0:00,16.sBBB,ส่งเเล้ว
750169877,5/8/2565 0:00,16.sBBB,ส่งเเล้ว
nan,12/9/2565 0:00,17.sBB,ส่งเเล้ว
730003994,31/8/2565,16.sBBB,ส่งเเล้ว
490000862,25/8/2565,17.sBB,ส่งเเล้ว
490000143,30/8/2565,17.sBB,ส่งเเล้ว
750919149,30/8/2565,15.sA+,ส่งเเล้ว
670007676,30/8/2565,20.sCC,ส่งเเล้ว
620001113,14/9/2565,16.sBBB,ส่งเเล้ว
nan,9/12/2565 0:00,17.sBB,ส่งเเล้ว
730021227,22/8/2565,19.sCCC,ส่งเเล้ว
750670453,28/11/2565,18.sB+,ส่งเเล้ว
750670453,11/9/2565 0:00,19.sCCC,ส่งเเล้ว
750708473,28/11/2565,17.sBB,ส่งเเล้ว
750703242,12/8/2565 0:00,18.sB+,ส่งเเล้ว
750589526,25/11/2565,20.sCC,ส่งเเล้ว
750820722,12/6/2565 0:00,18.sB+,ส่งเเล้ว
750674381,12/9/2565 0:00,21.sC+,ส่งเเล้ว
650000643,12/6/2565 0:00,20.sCC,ส่งเเล้ว
610008283,30/12/2565,19.sCCC,ส่งเเล้ว
670007676,30/12/2565,20.sCC,ส่งเเล้ว
750853485,10/5/2565 0:00,21.sC+,ส่งเเล้ว
750748204,10/5/2565 0:00,17.sBB,ส่งเเล้ว
750711720,12/2/2565 0:00,17.sBB,ส่งเเล้ว
620001442,10/1/2565 0:00,16.sBBB,ส่งเเล้ว
750061736,7/2/2565 0:00,21.sC+,ส่งเเล้ว
750085385,1/5/2565 0:00,17.sBB,ส่งเเล้ว
750293522,1/6/2565 0:00,19.sCCC,ส่งเเล้ว
520003220,1/6/2565 0:00,17.sBB,ส่งเเล้ว
380004866,1/5/2565 0:00,16.sBBB,ส่งเเล้ว
680034166,1/5/2565 0:00,16.sBBB,ส่งเเล้ว
620002430,1/11/2565 0:00,16.sBBB,ส่งเเล้ว
750433824,1/10/2565 0:00,16.sBBB,ส่งเเล้ว
680015372,1/10/2565 0:00,16.sBBB,ส่งเเล้ว
730015569,21/1/2565,16.sBBB,ส่งเเล้ว
610001549,20/1/2565,21.sC+,ส่งเเล้ว
750838579,1/12/2565 0:00,16.sBBB,ส่งเเล้ว
710001230,13/1/2565,18.sB+,ส่งเเล้ว
750932458,20/1/2565,19.sCCC,ส่งเเล้ว
750902036,2/9/2565 0:00,17.sBB,ส่งเเล้ว
750264727,27/1/2565,16.sBBB,ส่งเเล้ว
730014624,26/1/2565,17.sBB,ส่งเเล้ว
550003420,8/2/2565 0:00,17.sBB,ส่งเเล้ว
630004438,28/1/2565,18.sB+,ส่งเเล้ว
480000688,1/11/2565 0:00,21.sC+,ส่งเเล้ว
750157420,2/2/2565 0:00,18.sB+,ส่งเเล้ว
750755937,2/9/2565 0:00,22.sDDD,ส่งเเล้ว
680016967,4/2/2565 0:00,16.sBBB,ส่งเเล้ว
360007130,14/2/2565,16.sBBB,ส่งเเล้ว
670014180,2/2/2565 0:00,20.sCC,ส่งเเล้ว
730014293,7/2/2565 0:00,16.sBBB,ส่งเเล้ว
nan,2/9/2565 0:00,19.sCCC,ส่งเเล้ว
630004734,18/2/2565,16.sBBB,ส่งเเล้ว
670007712,15/2/2565,19.sCCC,ส่งเเล้ว
530004441,18/2/2565,17.sBB,ส่งเเล้ว
750097208,22/2/2565,16.sBBB,ส่งเเล้ว
750015248,18/2/2565,17.sBB,ส่งเเล้ว
310004862,24/2/2565,19.sCCC,ส่งเเล้ว
610005077,22/2/2565,16.sBBB,ส่งเเล้ว
750929198,22/2/2565,21.sC+,ส่งเเล้ว
750756300,28/2/2565,21.sC+,ส่งเเล้ว
620003014,3/1/2565 0:00,18.sB+,ส่งเเล้ว
750932611,2/9/2565 0:00,20.sCC,ส่งเเล้ว
750346461,22/2/2565,18.sB+,ส่งเเล้ว
55001026,24/2/2565,22.sDDD,ส่งเเล้ว
750910765,22/2/2565,18.sB+,ส่งเเล้ว
630004832,1/12/2565 0:00,19.sCCC,ส่งเเล้ว
